# Output Constellation (Received & Equalized)
# Real Imaginary
2.90406 -0.917165
-2.83951 -3.02918
3.04566 0.871748
2.8947 0.90018
-1.01417 0.938047
-0.79223 2.68828
2.77601 -1.06418
-1.15901 -2.90734
3.23472 2.86423
3.08113 1.05153
0.875894 -1.13904
2.89781 1.15357
0.902267 -0.87561
-0.773481 -3.00152
-0.85268 -2.97536
3.24319 3.05967
-3.07884 -0.745014
-0.80007 0.955923
-0.979145 1.14869
-0.748098 3.11776
1.05841 -0.813685
1.10894 -1.042
3.06334 -1.09237
-3.05649 2.9435
2.97203 2.95066
-1.04859 -2.98356
3.04245 -1.15675
-2.99284 0.885345
1.11779 2.88027
-1.02492 -1.09019
0.946062 -0.93389
2.96882 0.996428
-0.916206 2.95589
-2.98599 0.97586
2.92857 3.00253
3.05034 -2.96604
0.958622 -1.02035
1.03885 -1.01228
1.03601 -0.930684
-0.952025 3.0299
0.948693 0.976801
2.96618 3.02152
2.97434 -0.999976
-2.95028 -1.03243
2.9542 -0.989558
-0.962264 2.9696
-3.05233 0.956628
1.04405 0.985647
-0.955772 -0.982201
-0.997885 1.00429
1.00654 -3.00882
3.00408 1.04609
0.989309 2.99445
0.990631 3.01591
-0.944914 3.02404
0.992363 -0.982811
-1.03187 0.969506
-2.98948 -0.987019
1.0212 -3.02487
1.04241 -1.00452
3.06894 -1.00965
2.96324 -0.997331
-2.9734 -0.990051
1.01677 0.922763
-0.958333 2.97676
1.01496 1.02729
-2.96142 2.94538
3.03238 -3.0015
-0.986797 3.03761
1.02049 -2.99885
2.95043 -2.99716
-2.96999 -0.959185
2.93131 1.05422
0.976414 2.92619
3.02306 -2.9553
-3.00129 2.98971
3.00182 -1.00797
-2.95126 -0.939639
-0.965327 3.03434
1.01382 1.03611
2.93076 1.06103
-2.98834 -1.03626
-0.89608 2.99322
0.929298 1.01333
1.05494 -3.059
-3.01322 -1.05272
2.99482 1.03938
3.07927 -0.946681
-0.91267 3.02097
-2.95289 -0.969101
2.9935 1.04902
2.99868 -1.08131
1.07593 3.05111
-2.99639 2.87467
1.03718 -3.14073
-3.03021 0.882119
-2.97324 -0.958101
-0.959457 0.913027
1.15893 0.796222
-0.976221 1.14128
-3.28462 1.09866
0.925282 2.82467
-0.716781 2.96797
1.10561 0.791313
-0.991491 0.965826
-2.83358 2.94343
-2.91945 -1.11957
-1.05321 -0.920445
3.05599 1.23368
-1.03747 3.0266
0.850511 -0.876848
-1.09995 0.780412
-1.00136 3.02585
3.05954 2.81244
-0.905524 3.22605
2.81349 2.95345
-3.03476 3.01061
-2.95128 -2.83039
2.87744 -1.02715
-1.03101 1.04071
-1.0432 -2.91039
-1.2499 -3.02593
-2.99088 -2.92406
0.935828 -3.15155
-1.028 -0.943663
3.03709 1.03013
-1.06946 -3.19744
-0.93104 2.8207
-3.00994 3.18938
1.24633 -2.90532
-3.08051 2.91227
2.96594 3.17901
0.897711 2.99922
-2.90435 3.05957
-0.953748 -2.97085
2.80499 -2.84194
-2.70018 -3.16404
3.29575 2.96468
-2.69682 -1.20198
-1.32041 1.11728
3.12827 3.13257
2.89741 2.70617
-2.75989 3.07451
-3.02588 2.47946
1.4667 -1.08964
-2.588 -2.76929
1.06122 1.08975
3.14241 -1.29977
-1.17211 -0.940949
-2.92347 -0.695395
-3.04344 2.64313
-1.29299 0.965772
-0.729377 -3.15308
-0.842431 -2.81355
3.30948 -2.7713
-1.49432 0.792389
0.716236 3.33012
-0.968561 3.06477
-1.28969 -1.03985
3.15415 3.0117
2.97094 1.22512
2.88519 3.17914
0.927504 3.28721
2.99912 0.904553
-0.951252 1.02161
-2.84493 0.659389
3.05701 -2.65616
-2.73061 -1.09332
-3.2691 -0.926954
3.01084 -3.16139
-0.9969 0.850071
2.83078 -2.62386
1.0372 1.06487
1.1695 3.19598
3.20889 -0.533259
1.22549 3.2395
-2.87808 0.709741
0.799311 -2.80268
3.17552 -2.55468
2.73733 -2.52971
1.18127 -2.90066
1.09081 -0.790388
-0.826788 2.93897
1.31768 -3.08076
-1.02159 -3.46492
1.47294 -2.68641
1.17227 1.181
0.943188 -3.0451
1.00822 -2.89511
0.967769 -3.12551
-1.21337 -3.39331
-3.32063 3.17023
1.0817 3.20448
-2.89653 -3.1512
1.18377 2.80286
3.02157 -0.81621
3.17476 -1.03378
-3.00919 0.993312
3.38064 -3.00348
-2.58157 -2.86909
-0.932212 -0.977971
0.803621 -3.08365
0.907548 -1.00941
-0.9804 -2.78649
-0.896508 -3.10799
-0.900281 3.40545
-2.93017 2.72249
-3.39622 1.21169
2.83955 3.18946
-0.807567 -0.794419
1.14928 0.940446
1.21672 -3.15524
-2.88474 0.663686
-3.07968 3.07276
0.950236 3.07089
-2.62949 0.828644
-0.956665 3.20978
1.07415 2.77089
0.772844 -0.954603
-3.06902 1.00872
0.885548 2.68243
-2.9502 -0.796859
3.01286 -0.610547
-2.47228 -3.10324
2.90257 -3.57135
-2.75115 0.637319
2.84217 3.25416
-0.786228 3.09374
3.16851 -3.825
0.661866 3.38899
-0.9775 0.632228
1.02074 -0.746991
-1.31191 -0.795955
-1.31225 0.981638
-1.02973 2.73912
-3.10173 -2.80697
2.86402 -0.740478
3.03304 -0.856614
1.27627 1.2103
-1.13975 1.02591
0.904042 -0.892563
1.16077 -1.13087
-0.968212 2.98519
0.80415 2.82877
3.19169 -1.13709
1.09878 -2.94026
-1.00742 -3.15369
3.02837 2.98958
-1.05551 1.10412
3.13227 -0.785585
0.785912 3.08944
-0.932423 2.96772
-1.00579 2.93854
2.80456 -2.96367
3.09612 -0.818108
1.04009 1.02856
-2.87432 -1.01199
2.97591 2.94916
-2.93262 0.976595
0.923085 0.758321
-1.04186 2.88966
3.10755 0.926033
0.997405 -1.311
-3.03508 -0.913187
-1.02115 -2.88552
-1.01074 3.0767
1.20618 1.09773
2.87989 2.88201
2.93342 1.05719
0.850219 -0.827567
-3.25942 0.860759
3.02916 0.94333
-3.14265 -1.10352
-0.930647 0.695606
-0.999262 -0.975644
-0.76941 2.99973
-1.09233 1.10525
-1.03618 1.02228
-2.84599 -1.02611
3.10295 -1.08585
-3.02114 3.06476
3.0638 -3.00512
-2.9897 -0.894268
-2.99897 -2.94478
3.04842 2.87322
1.0581 3.03429
1.02931 2.97835
1.03728 -0.898863
-0.978598 1.0307
-0.951732 -3.04104
1.08893 2.98702
-1.05754 -3.02127
2.96322 -1.04474
2.90706 1.07201
-2.9832 1.07635
-1.02878 2.99482
3.08742 0.981332
2.91695 -3.00823
1.03023 -1.04764
2.95509 1.00757
-3.02979 0.966273
0.999232 -1.00812
-1.00783 0.966627
-2.9837 -2.92379
2.96775 1.00637
3.00683 1.00429
-1.01612 2.95138
-2.91673 -1.02163
-1.00913 -2.96368
3.04154 -2.95403
1.0036 0.972804
-0.983924 -2.99714
1.02171 -2.9743
1.04765 -0.967295
0.996836 -0.98478
-2.95131 2.98174
-2.92705 -2.97503
3.03809 0.962075
1.01552 -2.99706
0.974491 -2.98784
-0.992049 -1.02141
-0.912393 -2.94859
2.93052 2.96135
-1.03777 -3.01417
-3.0195 3.04035
-0.953788 0.951644
2.9956 2.95003
-0.985149 2.99209
-1.02065 0.943905
-3.04873 -0.980291
2.98891 2.98977
-2.9559 0.953969
-0.979124 -0.90178
2.96779 -3.00164
3.0387 1.04642
3.01656 -1.00702
-2.98793 -3.08831
3.0037 -2.91931
0.962696 1.00155
3.10264 2.96511
1.09055 0.973315
1.03492 2.92773
1.00962 -2.9347
1.028 2.9725
1.07966 0.91727
2.92754 -0.989077
3.10931 2.92865
-2.9914 -3.03044
0.865264 -1.01621
3.1484 2.99372
0.888736 -0.879813
1.04827 -2.9672
3.11722 -1.01871
1.01615 1.00478
-2.94742 -3.07012
3.03693 0.918724
1.07121 3.06372
0.854697 2.88795
-0.821047 -1.04729
1.02035 0.805908
-1.15905 -0.84701
3.00041 0.761574
2.80614 -2.88358
-0.919367 3.21286
-1.35552 0.719849
-1.04552 3.04374
-1.12222 -2.83953
-0.883568 3.07245
-0.923779 3.12034
0.851001 2.95176
3.22769 -3.03223
-2.86759 0.776815
-2.92938 -2.98179
-2.81203 3.19422
3.03144 -2.98463
2.90686 -3.17551
3.02955 3.02026
2.85708 -0.806022
-3.16532 1.2511
2.91078 1.07048
2.94073 -3.06589
1.06336 -3.06889
-3.01709 -2.88875
2.77391 2.93286
0.987648 -1.07692
-3.26259 -0.978244
-3.23978 -2.94044
0.967673 1.0138
2.88131 -3.08932
1.00382 -0.972964
-0.735337 -3.15018
-1.11934 -1.0564
-2.9303 -1.00906
-2.55246 0.992987
1.11272 -1.10286
0.618447 -0.73916
-3.46112 0.75133
3.31579 -0.973493
-0.881257 -2.86993
0.870476 -0.60891
-3.14288 3.00674
-3.07472 2.79086
1.18967 -3.34244
-1.04099 3.00044
2.90791 1.2304
2.99687 -1.26937
-3.08413 0.879591
-0.576635 -2.9662
0.967515 2.6452
3.08889 -0.958903
-0.816179 3.25279
-0.758769 2.79517
2.63123 -1.2459
3.05644 -1.00244
0.837278 1.08655
0.778756 2.94781
-3.09681 -0.601798
-1.07234 1.24048
-0.796874 1.06038
-3.03822 -2.92477
-1.11323 1.0124
-0.969533 2.94595
-0.949294 1.04296
2.7479 -2.78343
2.91151 2.83739
3.04518 -2.8827
0.985139 3.00526
-3.18561 1.16861
-2.70779 -2.94596
3.04374 -0.74754
3.02846 -3.20464
-0.952177 -1.00099
-2.90336 3.09035
-3.07331 2.78727
-0.855946 -1.06341
1.17496 -3.22788
3.17583 -2.96896
0.800336 -2.93567
0.987076 0.695252
-3.23612 -1.0343
-1.43385 -2.59189
-3.11317 -2.98589
2.66819 1.09681
-3.25657 3.4744
-0.994106 -1.1163
-2.90666 -2.48354
3.129 -3.09225
-2.71384 1.45735
-1.36459 -1.05543
-0.882821 -0.625621
-2.95127 -3.03165
1.4998 3.25777
2.85572 -2.92427
1.18726 3.18466
-2.79698 2.81893
-3.00359 -2.79633
1.13765 1.19405
-0.954661 -0.887886
-0.986683 -1.1142
3.14112 2.85185
2.96189 -1.13472
1.0448 0.966919
0.665717 -1.10156
1.01183 -2.69906
0.850292 2.98098
2.90484 -1.03053
-3.15312 0.866937
2.9327 0.806052
-0.772876 -2.96887
0.882004 -3.12046
2.89866 3.14012
1.05262 2.78694
-0.909793 2.99355
0.700149 -3.06468
-2.99913 -3.14409
0.963154 -2.74672
3.2839 3.26195
2.84732 0.673155
-0.735689 1.3421
2.81616 3.0283
3.21161 -2.93959
1.33436 2.54799
-1.28658 0.733467
1.34598 1.13181
2.97244 -3.15913
3.57727 2.90158
0.968157 -2.90763
-0.645798 0.712881
0.98386 3.23173
-0.859267 -3.07999
1.11753 -3.11556
-2.87401 1.05093
-0.989914 2.71926
-3.13937 1.17731
-1.13999 -0.969987
-3.05453 -1.11446
-2.67976 3.17132
-3.13227 0.852304
-1.29675 2.89788
-3.1199 1.21644
2.91958 -1.01893
2.86174 -3.13276
1.08685 2.93213
-3.02031 -2.93954
0.81745 0.757939
-1.17172 -2.91006
-3.06754 -3.03612
-0.994542 -1.15448
0.924127 2.96877
3.02012 -1.17998
0.846394 0.995151
-1.11225 -3.10987
-2.89831 -3.00424
-3.05393 2.93587
-2.94746 -2.80503
-3.27389 2.94233
2.99523 0.714825
3.10164 -1.03209
-2.75122 -3.11053
0.902542 0.992064
3.02804 2.89791
1.0846 -1.17657
-0.991274 2.97461
-0.836772 1.15791
-3.03254 -2.93839
-3.10806 -0.950509
-1.16865 2.94695
-3.03806 0.828422
1.03592 -0.870993
-1.12755 -0.768557
-1.03471 2.91904
2.89792 -0.993446
-0.968365 -2.88116
1.12829 -2.88792
1.08461 3.03468
-0.802235 3.07602
3.05651 -0.918964
-0.95639 3.16312
-0.941325 -2.78337
-2.90652 1.15528
-1.1215 2.88758
1.01227 0.912474
2.98315 -3.03191
1.05444 2.94859
-3.01752 1.0145
0.924565 2.94739
2.99472 -3.00321
-3.01941 -0.976639
-2.99058 2.93507
0.974762 0.927859
-1.09846 -2.93365
-1.01925 0.996579
-3.04172 3.00207
-0.966288 -1.01881
2.96754 3.02038
2.97217 0.998305
1.04534 1.03336
-2.97283 3.01736
3.01617 1.0691
0.995541 1.02384
-2.87527 -0.990721
-2.96133 2.99081
-0.96508 -2.98905
-3.02109 3.00808
-0.992364 3.01913
0.996813 0.976295
0.974784 -2.97493
-2.98 -3.00757
0.973245 0.933021
-1.02833 -0.986057
-2.98465 3.00122
0.999565 -0.959728
1.01747 1.01568
-1.02025 2.99941
-0.981191 -1.0165
0.959134 1.05553
-3.01593 2.94886
0.970172 -2.96868
1.04761 0.98711
-2.98223 1.01919
-0.978932 1.02046
1.00898 -0.980885
-2.97692 3.03165
-1.05248 -0.99585
2.9834 2.99319
-1.00909 -2.97047
1.02805 1.07093
-1.00715 -0.99719
2.98049 1.04445
2.92673 0.992795
2.98692 -2.96874
-2.96157 -3.00328
2.97204 -1.01339
1.00499 -1.01813
3.02368 1.02817
0.970987 -0.963829
2.96222 0.961339
2.99674 2.97685
-3.00878 -0.997019
-1.02512 -1.00926
1.11554 3.10998
0.941962 -0.960671
-0.845888 3.06334
-2.9482 1.09476
-0.927114 3.10547
0.813012 0.838119
-0.977424 3.05231
3.0542 1.135
1.2415 0.803161
3.26664 -3.07206
1.02091 -1.03577
-1.04505 0.942758
-3.08337 -1.07586
-0.893612 -1.13729
0.83569 -1.13749
-2.71694 -0.718872
3.20065 -1.15986
-3.023 0.817462
2.98977 -2.99357
-2.95611 -3.03203
-2.72046 3.14882
2.98991 3.00147
-0.875713 0.972421
2.90549 -1.25969
-1.02021 -1.05537
-1.08564 1.06529
-1.11505 -1.07197
-2.8895 -3.13817
3.02774 3.09433
0.97236 1.1733
2.86012 0.985768
-1.11509 2.93009
0.977505 2.95213
3.02267 2.82525
3.02296 3.0019
-0.896813 3.04611
3.0829 2.84706
0.988252 1.19222
-2.99716 -1.06169
-2.8889 -0.857984
-0.99657 0.965642
2.82755 -3.12259
0.91005 -0.907947
-0.777517 2.91012
-1.00539 -3.25661
-0.831754 -3.29915
0.532732 3.22656
-2.82735 3.0976
-2.96266 -3.25968
-3.01336 2.70511
-3.27636 1.06272
2.80013 -0.936928
0.971594 -3.32828
3.21877 1.12143
-1.12636 2.55411
-3.07994 2.84963
3.3064 2.77343
3.21494 1.24834
3.07853 -3.31239
-2.9147 0.919808
2.98026 -1.07552
-2.78301 -3.13486
-2.62424 2.98523
3.33095 -1.21609
3.14177 3.08305
1.48191 -0.671614
-2.79897 -2.96701
-2.95544 -2.87093
-3.19105 -2.92685
3.0524 1.29657
-0.858915 -0.933351
-2.81399 3.17652
2.9377 0.969332
0.766689 0.953023
3.09098 0.809398
3.00824 -1.047
-0.956885 -0.972874
1.03131 3.05615
-3.13783 -2.8473
0.987449 -2.78309
-2.77235 3.01089
-1.14538 -0.958444
-2.477 -1.22869
-3.07458 -0.963236
-3.0172 2.9367
2.93152 0.965163
-3.19779 -0.86179
1.15495 -1.2073
0.725485 -1.10792
-2.87201 2.98229
-2.87763 2.72641
-0.780904 2.83838
3.18561 0.975712
0.758909 -2.761
0.892403 2.74613
2.91114 2.82
-0.881902 -2.93549
3.33786 -0.858556
0.702247 1.15826
-3.04025 -1.27099
1.05938 -2.7203
-1.12353 -0.814124
3.25845 0.0541128
-3.04506 -3.17304
-0.870518 -2.8862
2.73414 -1.46975
0.95821 -1.21884
0.890218 -1.07405
2.96892 2.99246
-3.23391 -0.928729
0.899396 3.17018
2.79409 -3.07391
2.95649 -3.13747
-0.840575 -3.0085
3.47684 -0.704133
3.11574 3.08508
-0.981164 0.906359
0.875373 -0.758847
3.10056 0.847624
3.03092 1.04508
3.27904 -1.1558
1.10621 0.768152
-0.941042 0.983534
1.11783 -3.13954
2.84834 3.11332
3.22951 2.73077
0.924074 -0.892733
1.10927 -3.2885
-2.90674 3.01146
-0.947621 -0.955115
-1.19154 -2.83205
-2.8747 0.767281
3.2707 2.91224
2.81876 3.18832
0.946503 1.11728
3.13827 2.75236
3.20129 3.06192
2.85529 -3.31308
-3.20637 -1.03266
-0.724644 1.08476
1.06124 0.985167
-2.69642 -0.938098
-2.93645 3.41345
1.11495 -0.840079
0.706601 3.73063
3.10411 -3.00555
-0.831438 2.86464
-3.11212 1.17553
0.784334 0.976032
0.805491 -0.715422
2.77737 0.920216
0.589159 -3.02306
2.87133 -0.998482
-0.95381 2.74391
0.71844 3.00761
3.01563 -3.0523
3.096 3.07926
-3.00006 2.95205
-3.00799 -1.03406
-0.986016 -0.801755
-3.03082 1.03179
3.10619 3.10619
1.01276 3.08969
-0.951704 3.0901
1.05318 -0.734682
3.15826 3.10932
1.07872 0.893532
-0.966216 1.06533
2.87866 -0.946219
-0.838091 -2.99637
-0.879283 -0.973729
-3.09625 -2.97277
-3.15857 -2.84879
1.29882 -1.16113
-0.717711 3.12453
-1.01666 -0.991122
-1.04144 -1.01896
-1.04633 2.97316
3.11061 3.25527
3.28644 3.03857
3.116 0.818671
-2.84426 -1.15795
3.00425 1.1732
-0.809328 1.01188
-3.11452 -2.9129
3.09938 -3.10818
-1.09993 -0.910474
1.03872 -2.95239
2.91825 3.00058
-1.23964 -1.06897
0.802572 -3.26477
-1.12272 -0.97246
2.96727 -2.97464
1.12101 -3.07857
-0.9549 -1.01086
3.09393 -1.04685
1.15091 -2.99173
-2.99093 -0.891535
1.01706 1.13459
-0.96934 1.06981
0.937679 -0.947266
-1.03698 -0.917475
-1.03391 -2.98259
-0.981148 1.02506
1.01285 -2.93555
-0.926743 3.02254
0.965827 -2.97987
-3.0299 3.0626
3.03242 2.92583
-1.00069 2.97804
0.992607 -1.02403
0.971498 3.01419
-1.00671 -3.06414
-2.99217 -0.996413
2.97406 -2.98143
2.99603 -3.04898
2.98242 -0.971996
2.99577 2.96467
3.03672 -0.988496
0.944881 -1.00035
-0.991767 0.97338
-1.05424 2.94322
-2.9967 -2.99523
-2.99629 -2.97926
-1.00024 3.0189
2.95451 -0.987514
0.998569 0.969152
0.95471 2.99766
2.96224 -2.98079
-1.02149 0.997818
-1.01242 2.95063
0.964278 -3.04957
-2.99472 2.97344
-0.950786 1.04959
-2.98549 -0.986212
-0.976926 -0.999485
-2.98282 -2.99217
1.0298 2.92991
-0.986415 -1.01877
-1.0311 0.991737
-1.06398 3.06039
-3.02079 -1.01204
2.99099 -3.01572
-3.00542 1.01471
-0.99636 3.04142
-2.92942 -3.00656
-0.973252 -0.990621
0.989526 -1.00299
-0.974413 3.02275
-2.91934 2.92458
2.92198 -0.96939
-1.05373 -3.00766
-1.02481 -3.04779
-0.941735 1.1158
0.991169 -1.00561
3.05377 1.00706
-0.99718 3.02869
2.98643 -1.03396
2.9324 -3.0569
-2.90702 -2.98775
-1.00254 -2.96439
-2.87551 -1.03474
1.01741 0.993433
-1.01946 2.90133
-0.882105 2.99851
2.87974 3.25151
-1.10126 -2.80299
-2.95496 2.88341
0.87594 -2.97861
-2.89698 -0.802941
-2.74801 -3.06118
-3.04955 0.845002
2.89581 1.02588
1.16216 -1.01104
1.13937 0.65106
3.13529 -1.10091
3.22723 -2.83623
-0.791281 -0.985001
2.93576 -2.94937
2.88337 1.01807
0.925822 1.13828
-2.85464 -1.24592
-0.914218 -2.90085
1.05655 3.06021
0.972704 2.99651
-2.91121 3.02138
-0.74956 3.12692
2.86729 0.983113
3.06739 3.03833
1.09783 1.09524
-2.98651 -3.01757
-1.16539 1.05998
0.813802 0.934018
0.833423 2.91162
-0.870613 -0.99121
0.849967 -1.03914
3.0542 -2.96426
-3.13919 3.0784
1.15153 -0.981236
1.01599 -3.07086
2.9806 -1.04419
-2.99041 -3.11921
0.850507 0.774155
1.12615 -3.10475
-2.61329 1.18219
-2.97795 -2.98236
-0.956237 3.19087
-3.0912 0.572707
-1.38055 3.25309
2.73782 -2.82011
-1.41796 -1.07128
0.562047 3.14156
0.803332 0.611147
1.03249 1.42731
2.64638 -0.879529
1.025 3.12754
-3.39827 1.15535
-2.75981 2.84782
-0.875585 1.41077
-0.915607 -0.772313
1.31066 -3.29
1.50595 3.21544
2.9694 -0.912346
-3.06222 -1.16445
-0.930182 -0.999469
2.74352 2.93879
-3.0918 1.2345
1.03039 -2.84093
2.99949 0.775209
-1.37843 -0.955512
-0.88931 -0.836097
2.94453 2.90719
-3.08299 1.09238
-0.718558 1.03516
-2.92699 -2.81647
-1.01969 0.846658
-0.740165 -0.856971
3.04924 3.01362
0.803152 3.09871
-1.02221 -0.802213
0.999659 2.66674
-3.10849 0.947754
-2.99272 -3.12154
-1.50862 -3.25675
3.1006 -3.0169
2.58921 3.23349
2.72915 3.03128
0.775706 0.939703
2.86906 -1.04126
3.1236 -3.58768
-2.82465 1.1912
1.12332 -1.26128
3.02805 1.2135
2.61969 -3.38918
-2.71321 -2.49931
0.507606 3.58216
-3.25119 1.18802
-3.01809 0.63837
0.764011 -2.7345
-2.74443 0.93063
-2.62213 0.794038
-2.48622 -2.99231
-3.20369 0.956742
1.09181 -3.58325
-2.74348 -2.9581
2.86409 -1.05952
2.85776 -0.937084
-2.95218 2.96191
-0.636738 2.89797
2.8777 -2.83092
-3.20756 -3.10258
1.11494 -1.05427
3.078 -0.739642
3.18748 -3.18074
-2.88348 1.3147
2.9664 1.02772
-1.1164 -2.92673
3.01032 1.11729
3.14135 -2.92944
2.82784 3.44538
2.8561 -2.97132
2.93424 -1.08137
-2.72845 3.1184
-2.91445 -0.949764
-1.02757 -2.74374
0.891187 0.930106
-1.20425 1.36598
1.14662 2.90942
3.13722 -2.95528
-2.76173 3.22319
2.98701 2.80948
0.740358 3.11946
2.9178 2.67744
-1.07083 -2.83009
3.11679 -1.07243
-1.09124 -0.938989
2.98908 -3.0453
1.00969 2.97338
-2.73757 2.86199
3.24456 1.10237
-2.62476 2.94179
-3.47753 2.68806
1.15298 2.93776
-3.13943 3.15637
1.00572 3.11788
3.17033 -2.8219
2.94282 -0.580654
-3.09078 2.98758
3.17211 3.08527
-1.1653 1.02474
-2.77283 2.85367
1.1941 -2.89686
-2.90296 0.958524
-0.839005 0.982863
-3.15305 -2.92248
-0.859383 2.81702
-0.845413 3.12643
3.02654 3.14276
-1.00624 1.22274
3.11658 -3.07863
3.12553 -0.932524
2.9587 1.03058
1.15681 -1.08284
-2.97369 1.07001
-3.054 -0.981773
0.974618 -2.96493
2.80792 2.93891
0.659367 -1.17307
2.82092 1.06626
2.85355 2.91865
0.899454 -3.00875
-3.00218 3.13493
-0.974911 0.874005
-3.0933 2.92338
2.98886 -2.93618
-0.979765 0.88567
3.01634 1.04428
3.18537 3.02272
0.988449 1.02846
3.26663 -1.03008
-0.68258 0.941653
-1.06907 0.675512
2.87395 2.83807
2.98728 -3.2533
-2.89317 -2.9255
2.95445 1.03956
-3.02204 -3.15478
2.85678 1.01073
-3.00834 0.909099
-3.01308 2.94083
2.92438 0.929043
-0.979657 2.79664
1.00329 3.04251
-2.9549 1.11539
-3.07526 3.07077
0.968757 -2.99167
3.0308 2.91867
-3.01838 -3.10597
-1.00016 2.9814
-3.03003 2.99432
-1.00799 -1.00496
-1.02223 -2.97698
-0.990094 2.95017
-1.03148 3.02044
-0.977085 -3.02748
-0.972547 1.01427
1.01442 3.02614
1.01435 0.933907
0.980333 -3.00126
-1.03595 -0.930189
1.0001 0.964863
-3.02971 -2.98098
0.981334 -0.998073
2.98905 -3.05879
